VehicleName	TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	ImageFile
Drone3	1670628465258	68.8023	-16.3584	-30.6329	0.937046	-0.0136965	-0.019168	0.348412	
Drone2	1670628465258	79.1734	-24.6928	-30.6244	0.937295	-0.0188353	-0.0161822	0.347652	
Drone1	1670628465258	84.5514	-42.187	-30.5134	0.926441	-0.0257929	-0.0132108	0.375322	
Drone4	1670628465258	75.0461	-14.4169	-30.6586	0.935665	-0.0129895	-0.0191546	0.352131	
Drone3	1670628465309	69.3041	-16.4728	-30.633	0.937046	-0.0137036	-0.0191558	0.348412	
Drone2	1670628465309	79.6383	-24.8368	-30.6247	0.937295	-0.0189351	-0.0160989	0.347649	
Drone1	1670628465309	84.9838	-42.4032	-30.5133	0.926442	-0.0257403	-0.0132134	0.375323	
Drone4	1670628465309	75.5252	-14.5088	-30.6589	0.935666	-0.0131068	-0.0190785	0.352128	
Drone3	1670628465360	69.778	-16.587	-30.6331	0.937046	-0.0137255	-0.0191349	0.348411	
Drone2	1670628465360	80.1033	-24.9808	-30.625	0.937296	-0.0190308	-0.0160193	0.347646	
Drone1	1670628465360	85.4162	-42.6194	-30.5133	0.926443	-0.0256953	-0.0132238	0.375324	
Drone4	1670628465360	76.0044	-14.6006	-30.6592	0.935667	-0.0132283	-0.0189998	0.352125	
Drone3	1670628465411	70.252	-16.7011	-30.6333	0.937047	-0.0137613	-0.0191055	0.34841	
Drone2	1670628465411	80.5682	-25.1248	-30.6241	0.93729	-0.0193543	-0.0161209	0.34764	
Drone1	1670628465411	85.8487	-42.8356	-30.5134	0.926444	-0.0256554	-0.0132397	0.375325	
Drone4	1670628465411	76.4837	-14.6923	-30.6596	0.935668	-0.0133535	-0.0189188	0.352122	
Drone3	1670628465462	70.7261	-16.815	-30.6335	0.937047	-0.0138099	-0.0190679	0.348408	
Drone2	1670628465462	81.0329	-25.2687	-30.6163	0.937288	-0.019477	-0.0161238	0.347637	
Drone1	1670628465462	86.2811	-43.0519	-30.5135	0.926444	-0.025619	-0.01326	0.375326	
Drone4	1670628465462	76.9629	-14.7838	-30.6599	0.935669	-0.0134814	-0.0188362	0.352119	
Drone3	1670628465513	71.2001	-16.9287	-30.6337	0.937048	-0.0138705	-0.0190226	0.348407	
Drone2	1670628465513	81.4977	-25.4127	-30.6124	0.93729	-0.0195245	-0.0160116	0.347635	
Drone1	1670628465513	86.7135	-43.2682	-30.5137	0.926444	-0.0255856	-0.0132831	0.375327	
Drone4	1670628465513	77.4422	-14.8753	-30.6603	0.93567	-0.013611	-0.0187525	0.352116	
Drone3	1670628465564	71.6743	-17.0422	-30.634	0.937048	-0.0139417	-0.0189703	0.348405	
Drone2	1670628465564	81.9626	-25.5567	-30.6108	0.937292	-0.0195465	-0.0158934	0.347632	
Drone1	1670628465564	87.1459	-43.4846	-30.514	0.926444	-0.0255543	-0.0133086	0.375328	
Drone4	1670628465564	77.9214	-14.9667	-30.6608	0.93567	-0.0137415	-0.0186682	0.352113	
Drone3	1670628465615	72.1485	-17.1556	-30.6343	0.937049	-0.014023	-0.0189112	0.348403	
Drone2	1670628465615	82.4276	-25.7008	-30.6101	0.937294	-0.0195668	-0.0157941	0.347631	
Drone1	1670628465615	87.5783	-43.7009	-30.5143	0.926444	-0.0255247	-0.0133356	0.375329	
Drone4	1670628465615	78.4007	-15.058	-30.6612	0.935671	-0.0138722	-0.0185837	0.35211	
Drone3	1670628465666	72.6226	-17.2689	-30.6347	0.93705	-0.0141133	-0.018846	0.348401	
Drone2	1670628465666	82.8926	-25.845	-30.6097	0.937296	-0.0195947	-0.015712	0.347629	
Drone1	1670628465666	88.0108	-43.9173	-30.5147	0.926444	-0.0254966	-0.0133633	0.37533	
Drone4	1670628465666	78.8799	-15.1492	-30.6617	0.935672	-0.0140022	-0.0184996	0.352107	
Drone3	1670628465717	73.0968	-17.382	-30.635	0.937051	-0.0142114	-0.0187755	0.348398	
Drone2	1670628465717	83.3575	-25.9892	-30.6095	0.937297	-0.0196283	-0.015643	0.347628	
Drone1	1670628465717	88.443	-44.1336	-30.5122	0.926428	-0.0260115	-0.0136694	0.375325	
Drone4	1670628465717	79.359	-15.2404	-30.6593	0.935663	-0.0144381	-0.0187829	0.352099	
Drone3	1670628465768	73.5712	-17.4949	-30.6354	0.937052	-0.0143165	-0.0187001	0.348395	
Drone2	1670628465768	83.8225	-26.1334	-30.6093	0.937297	-0.0196634	-0.0155845	0.347626	
Drone1	1670628465768	88.875	-44.3497	-30.5047	0.926434	-0.0257816	-0.0135999	0.375328	
Drone4	1670628465768	79.838	-15.3314	-30.6519	0.935667	-0.0144428	-0.0185884	0.352098	
Drone3	1670628465819	74.0455	-17.6077	-30.6358	0.937053	-0.014428	-0.0186204	0.348392	
Drone2	1670628465819	84.2875	-26.2777	-30.6093	0.937298	-0.0196978	-0.0155348	0.347625	
Drone1	1670628465819	89.3072	-44.566	-30.5016	0.926436	-0.0256814	-0.0135898	0.37533	
Drone4	1670628465819	80.3172	-15.4225	-30.6488	0.935669	-0.0145252	-0.0184632	0.352095	
Drone3	1670628465870	74.5198	-17.7204	-30.6363	0.937054	-0.0145448	-0.0185371	0.348389	
Drone2	1670628465870	84.7525	-26.422	-30.6093	0.937298	-0.01973	-0.0154925	0.347624	
Drone1	1670628465870	89.7395	-44.7824	-30.5004	0.926437	-0.0256012	-0.0135855	0.375332	
Drone4	1670628465870	80.7965	-15.5135	-30.6475	0.935672	-0.0146213	-0.018336	0.352092	
Drone3	1670628465921	74.9941	-17.833	-30.6366	0.937054	-0.0146924	-0.0184797	0.348385	
Drone2	1670628465921	85.2174	-26.5664	-30.6093	0.937299	-0.0197592	-0.015457	0.347623	
Drone1	1670628465921	90.1718	-44.9989	-30.4999	0.926439	-0.0255251	-0.0135851	0.375333	
Drone4	1670628465921	81.2758	-15.6045	-30.6469	0.935673	-0.0147142	-0.0182191	0.352089	
Drone3	1670628465972	75.4682	-17.9453	-30.63	0.937044	-0.0151078	-0.0187888	0.348378	
Drone2	1670628465972	85.6823	-26.7108	-30.6094	0.937299	-0.019785	-0.0154273	0.347622	
Drone1	1670628465972	90.6041	-45.2154	-30.4997	0.92644	-0.0254575	-0.0135912	0.375335	
Drone4	1670628465972	81.7552	-15.6955	-30.6466	0.935675	-0.0148069	-0.0181153	0.352086	
Drone3	1670628466023	75.9424	-18.0576	-30.6248	0.937049	-0.0151466	-0.0185449	0.348375	
Drone2	1670628466023	86.1471	-26.8552	-30.6096	0.937299	-0.0198062	-0.0154036	0.347622	
Drone1	1670628466023	91.0364	-45.4318	-30.4996	0.926441	-0.0254011	-0.0136034	0.375336	
Drone4	1670628466023	82.2346	-15.7865	-30.6465	0.935676	-0.0149008	-0.0180224	0.352084	
Drone3	1670628466074	76.4167	-18.1698	-30.6228	0.937053	-0.0151994	-0.0183671	0.348373	
Drone2	1670628466074	86.612	-26.9997	-30.6098	0.937299	-0.0198229	-0.0153852	0.347621	
Drone1	1670628466074	91.4686	-45.6483	-30.4996	0.926441	-0.0253542	-0.0136198	0.375337	
Drone4	1670628466074	82.714	-15.8775	-30.6464	0.935677	-0.0149953	-0.0179384	0.352081	
Drone3	1670628466125	76.8912	-18.282	-30.6219	0.937056	-0.0152825	-0.0182261	0.34837	
Drone2	1670628466125	87.0768	-27.1443	-30.61	0.937299	-0.019835	-0.0153715	0.347621	
Drone1	1670628466125	91.9009	-45.8648	-30.4997	0.926442	-0.0253148	-0.0136388	0.375339	
Drone4	1670628466125	83.1933	-15.9685	-30.6463	0.935678	-0.0150884	-0.0178619	0.352079	
Drone3	1670628466176	77.3656	-18.3941	-30.6215	0.937058	-0.0153853	-0.0180999	0.348366	
Drone2	1670628466176	87.5417	-27.2889	-30.6103	0.937299	-0.0198429	-0.0153621	0.347621	
Drone1	1670628466176	92.3332	-46.0813	-30.4999	0.926442	-0.0252807	-0.0136593	0.37534	
Drone4	1670628466176	83.6727	-16.0595	-30.6464	0.935679	-0.015179	-0.0177919	0.352076	
Drone3	1670628466227	77.8402	-18.5061	-30.6213	0.937059	-0.0154967	-0.0179833	0.348363	
Drone2	1670628466227	88.0065	-27.4335	-30.6106	0.937299	-0.0198465	-0.0153566	0.347621	
Drone1	1670628466227	92.7655	-46.2978	-30.5001	0.926442	-0.0252501	-0.0136812	0.375341	
Drone4	1670628466227	84.1521	-16.1505	-30.6464	0.93568	-0.0152661	-0.0177275	0.352074	
Drone3	1670628466278	78.3148	-18.6181	-30.6212	0.937061	-0.0156122	-0.0178738	0.348359	
Drone2	1670628466278	88.4713	-27.5783	-30.611	0.937299	-0.0198461	-0.0153547	0.347621	
Drone1	1670628466278	93.1978	-46.5144	-30.5004	0.926442	-0.0252224	-0.013704	0.375342	
Drone4	1670628466278	84.6314	-16.2415	-30.6465	0.935681	-0.0153485	-0.0176686	0.352071	
Drone3	1670628466329	78.7894	-18.73	-30.6211	0.937062	-0.0157297	-0.0177705	0.348356	
Drone2	1670628466329	88.936	-27.723	-30.6107	0.937295	-0.0199847	-0.0154568	0.347619	
Drone1	1670628466329	93.6301	-46.7308	-30.5007	0.926442	-0.0251973	-0.0137267	0.375343	
Drone4	1670628466329	85.1108	-16.3326	-30.6467	0.935681	-0.0154264	-0.0176144	0.352069	
Drone3	1670628466380	79.2639	-18.8419	-30.6211	0.937063	-0.0158477	-0.0176726	0.348352	
Drone2	1670628466380	89.4004	-27.8676	-30.6031	0.937289	-0.0201643	-0.0156419	0.347618	
Drone1	1670628466380	94.0624	-46.9473	-30.5011	0.926441	-0.0251948	-0.0137583	0.375343	
Drone4	1670628466380	85.5902	-16.4236	-30.6469	0.935681	-0.0154988	-0.017565	0.352068	
Drone3	1670628466431	79.7385	-18.9537	-30.6211	0.937064	-0.0159653	-0.0175793	0.348349	
Drone2	1670628466431	89.865	-28.0124	-30.5987	0.937291	-0.0200963	-0.0155826	0.347618	
Drone1	1670628466431	94.4944	-47.1635	-30.4948	0.926423	-0.0257496	-0.0140939	0.375337	
Drone4	1670628466431	86.0695	-16.5147	-30.6471	0.935682	-0.0155659	-0.0175198	0.352066	
Drone3	1670628466482	80.2131	-19.0656	-30.6212	0.937065	-0.016081	-0.0174905	0.348345	
Drone2	1670628466482	90.3297	-28.1572	-30.597	0.937294	-0.0200072	-0.0155299	0.347619	
Drone1	1670628466482	94.9264	-47.3798	-30.4894	0.926432	-0.0255563	-0.0138877	0.375338	
Drone4	1670628466482	86.5489	-16.6058	-30.6473	0.935682	-0.0156273	-0.0174788	0.352064	
Drone3	1670628466533	80.6876	-19.1773	-30.6213	0.937066	-0.0161941	-0.0174058	0.348342	
Drone2	1670628466533	90.7944	-28.3022	-30.5962	0.937295	-0.0199307	-0.0155012	0.347621	
Drone1	1670628466533	95.3587	-47.5962	-30.4873	0.92644	-0.025467	-0.0135714	0.375334	
Drone4	1670628466533	87.0283	-16.697	-30.6476	0.935682	-0.0156829	-0.0174419	0.352063	
Drone3	1670628466584	81.1622	-19.2891	-30.6215	0.937067	-0.0163039	-0.0173251	0.348338	
Drone2	1670628466584	91.2591	-28.4472	-30.5957	0.937296	-0.0198707	-0.0154887	0.347622	
Drone1	1670628466584	95.7909	-47.8127	-30.4864	0.92645	-0.0254609	-0.0131385	0.375326	
Drone4	1670628466584	87.5077	-16.7882	-30.6479	0.935683	-0.0157328	-0.0174088	0.352062	
Drone3	1670628466635	81.6368	-19.4009	-30.6217	0.937068	-0.0164096	-0.0172484	0.348335	
Drone2	1670628466635	91.7238	-28.5923	-30.5955	0.937297	-0.0198205	-0.015487	0.347623	
Drone1	1670628466635	96.2232	-48.0292	-30.486	0.926462	-0.0254978	-0.0125681	0.375314	
Drone4	1670628466635	87.987	-16.8794	-30.6483	0.935683	-0.0157767	-0.0173796	0.352061	
Drone3	1670628466686	82.1114	-19.5126	-30.622	0.937068	-0.0165107	-0.0171756	0.348333	
Drone2	1670628466686	92.1885	-28.7374	-30.5954	0.937298	-0.0197752	-0.0154931	0.347624	
Drone1	1670628466686	96.6554	-48.2458	-30.4858	0.926476	-0.0255474	-0.0118287	0.375299	
Drone4	1670628466686	88.4664	-16.9707	-30.6486	0.935683	-0.0158149	-0.017354	0.352059	
Drone3	1670628466737	82.5859	-19.6244	-30.6222	0.937069	-0.0166065	-0.017107	0.34833	
Drone2	1670628466737	92.6532	-28.8826	-30.5953	0.937298	-0.0197327	-0.0155051	0.347624	
Drone1	1670628466737	97.0875	-48.4623	-30.4857	0.926495	-0.0255821	-0.010876	0.375279	
Drone4	1670628466737	88.9456	-17.0621	-30.649	0.935683	-0.0158474	-0.017332	0.352058	
Drone3	1670628466788	83.0605	-19.7362	-30.6226	0.937069	-0.0166971	-0.0170423	0.348327	
Drone2	1670628466788	93.1178	-29.0278	-30.5953	0.937298	-0.0196916	-0.0155217	0.347625	
Drone1	1670628466788	97.5195	-48.679	-30.4856	0.926519	-0.025562	-0.00961512	0.375255	
Drone4	1670628466788	89.4249	-17.1535	-30.6494	0.935684	-0.0158738	-0.0173138	0.352057	
Drone3	1670628466839	83.5351	-19.8479	-30.6229	0.93707	-0.0167824	-0.0169816	0.348325	
Drone2	1670628466839	93.5824	-29.1731	-30.5953	0.937298	-0.019651	-0.0155424	0.347626	
Drone1	1670628466839	97.9513	-48.8957	-30.4855	0.926553	-0.0254133	-0.00789544	0.375222	
Drone4	1670628466839	89.9041	-17.2449	-30.6499	0.935684	-0.0158945	-0.0172993	0.352057	
Drone3	1670628466890	84.0096	-19.9598	-30.6233	0.93707	-0.0168623	-0.0169246	0.348323	
Drone2	1670628466890	94.047	-29.3183	-30.5954	0.937298	-0.0196106	-0.0155661	0.347627	
Drone1	1670628466890	98.3829	-49.1126	-30.4854	0.926601	-0.0249681	-0.00539645	0.375176	
Drone4	1670628466890	90.3834	-17.3364	-30.6503	0.935684	-0.0159096	-0.0172881	0.352056	
Drone3	1670628466941	84.4842	-20.0716	-30.6237	0.937071	-0.0169365	-0.0168716	0.348321	
Drone2	1670628466941	94.5115	-29.4637	-30.5956	0.937298	-0.0195703	-0.0155922	0.347628	
Drone1	1670628466941	98.814	-49.3296	-30.4853	0.926675	-0.0238218	-0.00145989	0.375105	
Drone4	1670628466941	90.8626	-17.4279	-30.6508	0.935684	-0.0159195	-0.0172802	0.352056	
Drone3	1670628466992	84.9588	-20.1834	-30.6241	0.937071	-0.0170048	-0.0168226	0.348319	
Drone2	1670628466992	94.9761	-29.609	-30.5957	0.937298	-0.0195302	-0.0156199	0.34763	
Drone1	1670628466992	99.2445	-49.5467	-30.485	0.926788	-0.0207737	0.00559267	0.374968	
Drone4	1670628466992	91.3416	-17.5194	-30.6457	0.935671	-0.0163322	-0.0177149	0.352051	
Drone3	1670628467043	85.4333	-20.2953	-30.6246	0.937071	-0.0170673	-0.0167775	0.348317	
Drone2	1670628467043	95.4407	-29.7544	-30.596	0.937298	-0.0194901	-0.0156487	0.347631	
Drone1	1670628467043	99.674	-49.764	-30.4846	0.926887	-0.0112039	0.0211953	0.374575	
Drone4	1670628467043	91.8206	-17.611	-30.6397	0.935676	-0.0161765	-0.0175267	0.352053	
Drone3	1670628467094	85.9079	-20.4072	-30.625	0.937071	-0.0171376	-0.0167483	0.348316	
Drone2	1670628467094	95.9053	-29.8998	-30.5962	0.937298	-0.0194502	-0.0156782	0.347633	
Drone1	1670628467094	100.101	-49.9813	-30.4859	0.925447	0.0243642	0.0649455	0.372474	
Drone4	1670628467094	92.2997	-17.7026	-30.6373	0.935679	-0.016085	-0.0174522	0.352054	
Drone3	1670628467145	86.3822	-20.5191	-30.6188	0.937059	-0.0175761	-0.0171043	0.34831	
Drone2	1670628467145	96.3699	-30.0452	-30.5965	0.937298	-0.0194106	-0.015708	0.347634	
Drone1	1670628467145	100.523	-50.1979	-30.4975	0.919083	0.068933	0.123773	0.367715	
Drone4	1670628467145	92.7789	-17.7944	-30.6363	0.93568	-0.0160331	-0.0174122	0.352055	
Drone3	1670628467196	86.8565	-20.6309	-30.6134	0.937064	-0.0174912	-0.0169161	0.34831	
Drone2	1670628467196	96.8345	-30.1907	-30.5968	0.937297	-0.0193714	-0.0157378	0.347636	
Drone1	1670628467196	100.932	-50.4122	-30.5227	0.911609	0.106868	0.163343	0.361756	
Drone4	1670628467196	93.2581	-17.8862	-30.6359	0.935681	-0.0159942	-0.0173858	0.352056	
Drone3	1670628467247	87.3309	-20.743	-30.6113	0.937066	-0.0174379	-0.0168078	0.34831	
Drone2	1670628467247	97.2989	-30.3361	-30.5948	0.937286	-0.0197096	-0.0160526	0.347633	
Drone1	1670628467247	101.325	-50.6225	-30.5618	0.904611	0.132815	0.191535	0.356866	
Drone4	1670628467247	93.7374	-17.978	-30.6356	0.935682	-0.015958	-0.01737	0.352057	
Drone3	1670628467298	87.8054	-20.855	-30.6104	0.937068	-0.0174188	-0.0167385	0.34831	
Drone2	1670628467298	97.7631	-30.4814	-30.5871	0.937289	-0.0195464	-0.0160136	0.347636	
Drone1	1670628467298	101.697	-50.8276	-30.6148	0.898299	0.149412	0.214088	0.353414	
Drone4	1670628467298	94.2166	-18.07	-30.6355	0.935682	-0.0159227	-0.017363	0.352057	
Drone3	1670628467349	88.2799	-20.9672	-30.61	0.937069	-0.017415	-0.0166869	0.348309	
Drone2	1670628467349	98.2275	-30.6268	-30.5837	0.93729	-0.0194646	-0.0160054	0.347638	
Drone1	1670628467349	102.047	-51.0269	-30.6808	0.892908	0.159749	0.232148	0.351144	
Drone4	1670628467349	94.6959	-18.1619	-30.6354	0.935682	-0.0158882	-0.017363	0.352058	
Drone3	1670628467400	88.7545	-21.0794	-30.6098	0.93707	-0.0174153	-0.0166473	0.348309	
Drone2	1670628467400	98.6919	-30.7723	-30.5823	0.937292	-0.0193894	-0.0159907	0.347639	
Drone1	1670628467400	102.373	-51.22	-30.7588	0.888474	0.165932	0.24648	0.349755	
Drone4	1670628467400	95.1751	-18.2539	-30.6354	0.935683	-0.0158543	-0.0173686	0.352058	
Drone3	1670628467451	89.2289	-21.1917	-30.6097	0.937071	-0.0174152	-0.0166176	0.348308	
Drone2	1670628467451	99.1564	-30.9178	-30.5817	0.937293	-0.0193143	-0.0159825	0.347641	
Drone1	1670628467451	102.674	-51.4072	-30.8477	0.884919	0.169376	0.257751	0.34899	
Drone4	1670628467451	95.6543	-18.346	-30.6354	0.935683	-0.0158201	-0.0173787	0.352059	
Drone3	1670628467502	89.7034	-21.304	-30.6096	0.937071	-0.0174138	-0.0165965	0.348308	
Drone2	1670628467502	99.6208	-31.0634	-30.5813	0.937293	-0.0192463	-0.0159834	0.347642	
Drone1	1670628467502	102.948	-51.5886	-30.9466	0.882138	0.17107	0.266493	0.34864	
Drone4	1670628467502	96.1334	-18.4381	-30.6355	0.935683	-0.0157852	-0.0173925	0.35206	
Drone3	1670628467553	90.1778	-21.4164	-30.6096	0.937072	-0.0174105	-0.0165825	0.348308	
Drone2	1670628467553	100.085	-31.2089	-30.5811	0.937294	-0.0191876	-0.0159913	0.347643	
Drone1	1670628467553	103.197	-51.7644	-31.0548	0.880027	0.171718	0.273113	0.348533	
Drone4	1670628467553	96.6125	-18.5302	-30.6356	0.935682	-0.0157492	-0.0174094	0.352062	
Drone3	1670628467604	90.6522	-21.5288	-30.6097	0.937072	-0.0174049	-0.0165745	0.348308	
Drone2	1670628467604	100.55	-31.3545	-30.5809	0.937295	-0.0191367	-0.0160041	0.347644	
Drone1	1670628467604	103.42	-51.935	-31.1714	0.878498	0.171816	0.277925	0.348538	
Drone4	1670628467604	97.0916	-18.6224	-30.6358	0.935682	-0.0157121	-0.0174286	0.352063	
Drone3	1670628467655	91.1267	-21.6413	-30.6098	0.937072	-0.0173967	-0.0165717	0.348308	
Drone2	1670628467655	101.014	-31.5001	-30.5808	0.937295	-0.0190918	-0.0160199	0.347645	
Drone1	1670628467655	103.616	-52.1005	-31.2959	0.877478	0.171718	0.281169	0.348554	
Drone4	1670628467655	97.5707	-18.7147	-30.636	0.935682	-0.015674	-0.0174496	0.352064	
Drone3	1670628467706	91.6011	-21.7538	-30.6099	0.937072	-0.0173856	-0.0165731	0.348308	
Drone2	1670628467706	101.479	-31.6456	-30.5808	0.937295	-0.0190519	-0.0160374	0.347646	
Drone1	1670628467706	103.791	-52.2621	-31.4209	0.876905	0.171666	0.283036	0.348509	
Drone4	1670628467706	98.0498	-18.8069	-30.6362	0.935682	-0.0156351	-0.0174719	0.352066	
Drone3	1670628467757	92.0756	-21.8664	-30.6101	0.937072	-0.0173717	-0.0165783	0.348308	
Drone2	1670628467757	101.943	-31.7912	-30.5808	0.937295	-0.0190157	-0.0160557	0.347647	
Drone1	1670628467757	103.954	-52.4213	-31.5356	0.876704	0.171793	0.283758	0.348366	
Drone4	1670628467757	98.5289	-18.8992	-30.6364	0.935681	-0.0155955	-0.0174953	0.352067	
Drone3	1670628467808	92.55	-21.9791	-30.6103	0.937072	-0.0173549	-0.0165869	0.348309	
Drone2	1670628467808	102.408	-31.9367	-30.5809	0.937295	-0.018983	-0.0160742	0.347648	
Drone1	1670628467808	104.108	-52.5788	-31.6359	0.876786	0.172147	0.283592	0.348119	
Drone4	1670628467808	99.008	-18.9915	-30.6367	0.935681	-0.0155554	-0.0175192	0.352068	
Drone3	1670628467859	93.0245	-22.0918	-30.6106	0.937072	-0.0173352	-0.0165981	0.348309	
Drone2	1670628467859	102.872	-32.0823	-30.5811	0.937295	-0.0189531	-0.0160926	0.347649	
Drone1	1670628467859	104.253	-52.7346	-31.7207	0.877077	0.172728	0.282761	0.347775	
Drone4	1670628467859	99.4871	-19.0839	-30.637	0.935681	-0.015515	-0.0175436	0.35207	
Drone3	1670628467910	93.4988	-22.2045	-30.6108	0.937072	-0.0173128	-0.0166119	0.34831	
Drone2	1670628467910	103.336	-32.2278	-30.5812	0.937295	-0.0189261	-0.0161102	0.34765	
Drone1	1670628467910	104.39	-52.8887	-31.79	0.877517	0.17352	0.281436	0.347346	
Drone4	1670628467910	99.9663	-19.1762	-30.6374	0.93568	-0.0154745	-0.0175682	0.352071	
Drone3	1670628467961	93.9731	-22.3173	-30.6112	0.937072	-0.0172875	-0.0166279	0.348311	
Drone2	1670628467961	103.801	-32.3733	-30.5814	0.937295	-0.0189018	-0.0161267	0.347651	
Drone1	1670628467961	104.519	-53.0412	-31.8446	0.878065	0.174503	0.279736	0.34684	
Drone4	1670628467961	100.445	-19.2686	-30.6377	0.93568	-0.015434	-0.0175928	0.352072	
Drone3	1670628468012	94.4474	-22.4301	-30.6115	0.937072	-0.0172593	-0.0166461	0.348312	
Drone2	1670628468012	104.265	-32.5188	-30.5817	0.937295	-0.0188796	-0.016142	0.347651	
Drone1	1670628468012	104.638	-53.1918	-31.8851	0.878695	0.175654	0.277739	0.346268	
Drone4	1670628468012	100.924	-19.361	-30.6381	0.93568	-0.0153938	-0.0176172	0.352074	
Drone3	1670628468063	94.9217	-22.543	-30.6119	0.937072	-0.0172287	-0.0166661	0.348313	
Drone2	1670628468063	104.73	-32.6643	-30.582	0.937295	-0.0188594	-0.0161563	0.347652	
Drone1	1670628468063	104.747	-53.3404	-31.9123	0.87943	0.177008	0.275365	0.345608	
Drone4	1670628468063	101.404	-19.4535	-30.6385	0.935679	-0.0153542	-0.0176412	0.352075	
Drone3	1670628468114	95.3961	-22.6559	-30.6123	0.937071	-0.0171959	-0.0166876	0.348315	
Drone2	1670628468114	105.194	-32.8099	-30.5823	0.937295	-0.0188408	-0.0161694	0.347652	
Drone1	1670628468114	104.847	-53.4868	-31.9272	0.880604	0.179025	0.271516	0.344625	
Drone4	1670628468114	101.883	-19.5459	-30.639	0.935679	-0.015315	-0.0176649	0.352077	
Drone3	1670628468165	95.8704	-22.7689	-30.6127	0.937071	-0.0171613	-0.0167104	0.348316	
Drone2	1670628468165	105.659	-32.9553	-30.5826	0.937294	-0.0188388	-0.0161929	0.347653	
Drone1	1670628468165	104.935	-53.6308	-31.9305	0.882001	0.181524	0.266814	0.343415	
Drone4	1670628468165	102.362	-19.6384	-30.6394	0.935679	-0.0152766	-0.0176879	0.352078	
Drone3	1670628468216	96.3447	-22.8819	-30.6132	0.937071	-0.0171252	-0.0167341	0.348317	
Drone2	1670628468216	106.123	-33.1007	-30.5763	0.937281	-0.0192511	-0.0165827	0.347648	
Drone1	1670628468216	105.012	-53.7722	-31.9232	0.883491	0.184344	0.261648	0.342056	
Drone4	1670628468216	102.841	-19.7308	-30.6394	0.935676	-0.0153175	-0.017789	0.352078	
Drone3	1670628468267	96.819	-22.9949	-30.6136	0.93707	-0.0170918	-0.0167619	0.348319	
Drone2	1670628468267	106.587	-33.246	-30.5708	0.937286	-0.0190945	-0.0164417	0.34765	
Drone1	1670628468267	105.078	-53.9105	-31.906	0.884992	0.187353	0.256273	0.340607	
Drone4	1670628468267	103.32	-19.8232	-30.6322	0.935668	-0.0154775	-0.0180885	0.352077	
Drone3	1670628468318	97.293	-23.1078	-30.6079	0.937057	-0.0174725	-0.0172034	0.348315	
Drone2	1670628468318	107.052	-33.3914	-30.5686	0.937289	-0.0189833	-0.0163701	0.347652	
Drone1	1670628468318	105.131	-54.0455	-31.8797	0.886459	0.190456	0.250842	0.33911	
Drone4	1670628468318	103.798	-19.9156	-30.6276	0.935671	-0.0153902	-0.0180065	0.352078	
Drone3	1670628468369	97.767	-23.2208	-30.6022	0.937062	-0.0172831	-0.0170578	0.348318	
Drone2	1670628468369	107.516	-33.5368	-30.5676	0.93729	-0.0189178	-0.0163311	0.347653	
Drone1	1670628468369	105.172	-54.1769	-31.8453	0.88787	0.193584	0.245442	0.337595	
Drone4	1670628468369	104.277	-20.0081	-30.6258	0.935673	-0.0152934	-0.0179484	0.35208	
Drone3	1670628468420	98.2412	-23.3339	-30.5999	0.937065	-0.01715	-0.0170056	0.34832	
Drone2	1670628468420	107.981	-33.6822	-30.5671	0.937291	-0.0188773	-0.0163042	0.347654	
Drone1	1670628468420	105.2	-54.3042	-31.8034	0.889216	0.196689	0.240119	0.336081	
Drone4	1670628468420	104.756	-20.1005	-30.625	0.935674	-0.0152144	-0.0179201	0.352082	
Drone3	1670628468471	98.7153	-23.447	-30.599	0.937066	-0.0170607	-0.0169878	0.348322	
Drone2	1670628468471	108.445	-33.8276	-30.5669	0.937292	-0.018849	-0.0162839	0.347654	
Drone1	1670628468471	105.216	-54.4271	-31.7546	0.890495	0.199741	0.234898	0.334582	
Drone4	1670628468471	105.236	-20.193	-30.6246	0.935675	-0.015154	-0.0179065	0.352083	
Drone3	1670628468522	99.1896	-23.5602	-30.5986	0.937067	-0.0169909	-0.0169828	0.348323	
Drone2	1670628468522	108.91	-33.9729	-30.5667	0.937292	-0.0188281	-0.0162683	0.347655	
Drone1	1670628468522	105.218	-54.5452	-31.6996	0.891707	0.202717	0.229793	0.333106	
Drone4	1670628468522	105.715	-20.2856	-30.6244	0.935675	-0.015105	-0.0179012	0.352084	
Drone3	1670628468573	99.6639	-23.6734	-30.5983	0.937067	-0.0169294	-0.016986	0.348325	
Drone2	1670628468573	109.375	-34.1183	-30.5666	0.937293	-0.0188127	-0.0162564	0.347655	
Drone1	1670628468573	105.207	-54.6582	-31.6388	0.892878	0.205511	0.224773	0.331681	
Drone4	1670628468573	106.194	-20.3781	-30.6242	0.935676	-0.0150628	-0.0179015	0.352084	
Drone3	1670628468624	100.138	-23.7867	-30.5982	0.937067	-0.0168732	-0.0169951	0.348326	
Drone2	1670628468624	109.839	-34.2637	-30.5665	0.937293	-0.0188021	-0.0162471	0.347656	
Drone1	1670628468624	105.182	-54.7658	-31.5729	0.894717	0.205035	0.218695	0.33108	
Drone4	1670628468624	106.673	-20.4706	-30.6242	0.935676	-0.0150257	-0.0179056	0.352084	
